Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Preprocs,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
SIMDBP128,1295696,7642.77,ucr,16661.02,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ChlorineConcentration.dat,-1,5,16,f,2945968,43.98
FastPFOR,1236268,1603.05,ucr,13392.89,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ChlorineConcentration.dat,-1,5,16,f,2945968,41.96
Simple8B,1307660,821.87,ucr,2185.73,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ChlorineConcentration.dat,-1,5,16,f,2945968,44.39
SIMDBP128,78632,4998.06,ucr,7812.31,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Lighting7.dat,-1,5,16,f,185308,42.43
FastPFOR,72620,536.93,ucr,2754.73,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Lighting7.dat,-1,5,16,f,185308,39.19
Simple8B,64140,568.21,ucr,1681.7,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Lighting7.dat,-1,5,16,f,185308,34.61
SIMDBP128,137400,4423.74,ucr,7816.08,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/MiddlePhalanxOutlineCorrect.dat,-1,5,16,f,302920,45.36
FastPFOR,133660,921.5,ucr,4665.04,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/MiddlePhalanxOutlineCorrect.dat,-1,5,16,f,302920,44.12
Simple8B,134700,690.87,ucr,2281.32,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/MiddlePhalanxOutlineCorrect.dat,-1,5,16,f,302920,44.47
SIMDBP128,30580,4388.67,ucr,10978.36,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/BirdChicken.dat,-1,5,16,f,82700,36.98
FastPFOR,29576,1022.54,ucr,8044.75,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/BirdChicken.dat,-1,5,16,f,82700,35.76
Simple8B,31788,1140.25,ucr,4758.89,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/BirdChicken.dat,-1,5,16,f,82700,38.44
SIMDBP128,246752,7498.11,ucr,12588.16,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/CBF.dat,-1,5,16,f,494740,49.88
FastPFOR,233740,1117.57,ucr,6017.42,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/CBF.dat,-1,5,16,f,494740,47.25
Simple8B,248876,963.56,ucr,3435.27,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/CBF.dat,-1,5,16,f,494740,50.3
SIMDBP128,86148,5063.14,ucr,14146.53,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/DistalPhalanxOutlineAgeGroup.dat,-1,5,16,f,183240,47.01
FastPFOR,80428,1333.94,ucr,12119.85,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/DistalPhalanxOutlineAgeGroup.dat,-1,5,16,f,183240,43.89
Simple8B,80036,972.78,ucr,3139.12,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/DistalPhalanxOutlineAgeGroup.dat,-1,5,16,f,183240,43.68
SIMDBP128,86232,3993.46,ucr,4909.44,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/DistalPhalanxTW.dat,-1,5,16,f,183240,47.06
FastPFOR,80996,589.69,ucr,3788.61,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/DistalPhalanxTW.dat,-1,5,16,f,183240,44.2
Simple8B,79604,632.79,ucr,2312.09,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/DistalPhalanxTW.dat,-1,5,16,f,183240,43.44
SIMDBP128,2674492,8244.84,ucr,11901.34,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/CinC_ECG_torso.dat,-1,5,16,f,9337900,28.64
FastPFOR,2555620,1355.24,ucr,10646.23,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/CinC_ECG_torso.dat,-1,5,16,f,9337900,27.37
Simple8B,2593668,1165.91,ucr,4611.77,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/CinC_ECG_torso.dat,-1,5,16,f,9337900,27.78
SIMDBP128,1305272,9219.93,ucr,12782.28,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ECG5000.dat,-1,5,16,f,2899980,45.01
FastPFOR,1168372,1150.54,ucr,7418.88,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ECG5000.dat,-1,5,16,f,2899980,40.29
Simple8B,1133836,998.47,ucr,2588.15,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ECG5000.dat,-1,5,16,f,2899980,39.1
SIMDBP128,93588,5343.86,ucr,15780.27,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ProximalPhalanxOutlineAgeGroup.dat,-1,5,16,f,205680,45.5
FastPFOR,90780,1513.28,ucr,19104.59,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ProximalPhalanxOutlineAgeGroup.dat,-1,5,16,f,205680,44.14
Simple8B,90252,1287.25,ucr,5177.6,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ProximalPhalanxOutlineAgeGroup.dat,-1,5,16,f,205680,43.88
SIMDBP128,85676,5243.79,ucr,8018.56,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ArrowHead.dat,-1,5,16,f,216044,39.66
FastPFOR,82792,1139.09,ucr,10352.88,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ArrowHead.dat,-1,5,16,f,216044,38.32
Simple8B,85636,1044.88,ucr,4235.66,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ArrowHead.dat,-1,5,16,f,216044,39.64
SIMDBP128,96852,10557.07,ucr,15205.49,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Car.dat,-1,5,16,f,279340,34.67
FastPFOR,96060,1403.15,ucr,17069.36,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Car.dat,-1,5,16,f,279340,34.39
Simple8B,102252,1085.63,ucr,2593.13,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Car.dat,-1,5,16,f,279340,36.6
SIMDBP128,6740240,8356.09,ucr,10288.54,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/UWaveGestureLibraryAll.dat,-1,5,16,f,17016380,39.61
FastPFOR,5765444,1235.33,ucr,9570.21,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/UWaveGestureLibraryAll.dat,-1,5,16,f,17016380,33.88
Simple8B,5176452,1193.11,ucr,3770.85,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/UWaveGestureLibraryAll.dat,-1,5,16,f,17016380,30.42
SIMDBP128,569400,9897.23,ucr,13370.11,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/FacesUCR.dat,-1,5,16,f,1223980,46.52
FastPFOR,539160,1146.5,ucr,10102.43,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/FacesUCR.dat,-1,5,16,f,1223980,44.05
Simple8B,562380,865.58,ucr,2616.75,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/FacesUCR.dat,-1,5,16,f,1223980,45.95
SIMDBP128,3971316,8755.72,ucr,12507.87,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/HandOutlines.dat,-1,5,16,f,14872700,26.7
FastPFOR,3857852,1879.78,ucr,11912.12,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/HandOutlines.dat,-1,5,16,f,14872700,25.94
Simple8B,4341100,2116.53,ucr,5749.15,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/HandOutlines.dat,-1,5,16,f,14872700,29.19
SIMDBP128,32616,7516.13,ucr,15058.27,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/BeetleFly.dat,-1,5,16,f,82700,39.44
FastPFOR,31796,1004.97,ucr,10338.79,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/BeetleFly.dat,-1,5,16,f,82700,38.45
Simple8B,33556,1431.46,ucr,6262.31,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/BeetleFly.dat,-1,5,16,f,82700,40.58
SIMDBP128,72436,9894.23,ucr,18719.25,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/FaceFour.dat,-1,5,16,f,159020,45.55
FastPFOR,61424,822.08,ucr,3281.2,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/FaceFour.dat,-1,5,16,f,159020,38.63
Simple8B,71492,616.78,ucr,2373.22,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/FaceFour.dat,-1,5,16,f,159020,44.96
SIMDBP128,429168,7188.15,ucr,8417.59,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Computers.dat,-1,5,16,f,1449980,29.6
FastPFOR,256144,542.7,ucr,5414.39,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Computers.dat,-1,5,16,f,1449980,17.67
Simple8B,338556,1351.36,ucr,3643.78,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Computers.dat,-1,5,16,f,1449980,23.35
SIMDBP128,93112,3931.06,ucr,8096.44,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Trace.dat,-1,5,16,f,223980,41.57
FastPFOR,83752,601.44,ucr,3515.95,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Trace.dat,-1,5,16,f,223980,37.39
Simple8B,87612,564.55,ucr,2118.09,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Trace.dat,-1,5,16,f,223980,39.12
SIMDBP128,213396,4835.77,ucr,6872.71,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/MedicalImages.dat,-1,5,16,f,474636,44.96
FastPFOR,194368,579.37,ucr,3232.64,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/MedicalImages.dat,-1,5,16,f,474636,40.95
Simple8B,173724,537.61,ucr,1589.53,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/MedicalImages.dat,-1,5,16,f,474636,36.6
SIMDBP128,409384,5408.72,ucr,7186.14,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/PhalangesOutlinesCorrect.dat,-1,5,16,f,903700,45.3
FastPFOR,386268,842.64,ucr,5053.09,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/PhalangesOutlinesCorrect.dat,-1,5,16,f,903700,42.74
Simple8B,391284,710.05,ucr,2305.18,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/PhalangesOutlinesCorrect.dat,-1,5,16,f,903700,43.3
SIMDBP128,215576,5252.04,ucr,7171.25,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Adiac.dat,-1,5,16,f,565424,38.13
FastPFOR,214280,974.23,ucr,5212.43,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Adiac.dat,-1,5,16,f,565424,37.9
Simple8B,224796,846.15,ucr,3073.17,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Adiac.dat,-1,5,16,f,565424,39.76
SIMDBP128,977644,6960.55,ucr,7490.93,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/InsectWingbeatSound.dat,-1,5,16,f,2296780,42.57
FastPFOR,924504,661.49,ucr,3908.42,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/InsectWingbeatSound.dat,-1,5,16,f,2296780,40.25
Simple8B,798356,928.86,ucr,2464.11,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/InsectWingbeatSound.dat,-1,5,16,f,2296780,34.76
SIMDBP128,485500,11453.18,ucr,8933.82,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Earthquakes.dat,-1,5,16,f,953328,50.93
FastPFOR,235700,371.8,ucr,2435.69,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Earthquakes.dat,-1,5,16,f,953328,24.72
Simple8B,400500,436.91,ucr,2324.16,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Earthquakes.dat,-1,5,16,f,953328,42.01
SIMDBP128,2017376,9758.42,ucr,12667.2,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/uWaveGestureLibrary_Y.dat,-1,5,16,f,5731820,35.2
FastPFOR,1878900,1066.95,ucr,6854.42,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/uWaveGestureLibrary_Y.dat,-1,5,16,f,5731820,32.78
Simple8B,1703956,1298.5,ucr,4412.18,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/uWaveGestureLibrary_Y.dat,-1,5,16,f,5731820,29.73
SIMDBP128,3847708,9754.86,ucr,11118.97,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/NonInvasiveFatalECG_Thorax1.dat,-1,5,16,f,11370280,33.84
FastPFOR,3812504,1522.21,ucr,8751.55,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/NonInvasiveFatalECG_Thorax1.dat,-1,5,16,f,11370280,33.53
Simple8B,3767932,1341.3,ucr,4310.49,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/NonInvasiveFatalECG_Thorax1.dat,-1,5,16,f,11370280,33.14
SIMDBP128,242008,7502.39,ucr,10196.25,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ECGFiveDays.dat,-1,5,16,f,498556,48.54
FastPFOR,201340,619.26,ucr,3508.88,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ECGFiveDays.dat,-1,5,16,f,498556,40.38
Simple8B,187876,629.38,ucr,1614.79,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ECGFiveDays.dat,-1,5,16,f,498556,37.68
SIMDBP128,2016672,7580.52,ucr,11625.07,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/uWaveGestureLibrary_X.dat,-1,5,16,f,5731820,35.18
FastPFOR,1906496,1059.44,ucr,6758.3,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/uWaveGestureLibrary_X.dat,-1,5,16,f,5731820,33.26
Simple8B,1731764,1096.99,ucr,3343.85,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/uWaveGestureLibrary_X.dat,-1,5,16,f,5731820,30.21
SIMDBP128,2080892,8192.09,ucr,11435.19,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/yoga.dat,-1,5,16,f,5689180,36.58
FastPFOR,2007004,1467.38,ucr,10848.97,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/yoga.dat,-1,5,16,f,5689180,35.28
Simple8B,2160980,1453.02,ucr,3506.72,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/yoga.dat,-1,5,16,f,5689180,37.98
SIMDBP128,288852,10392.51,ucr,13491.78,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/OSULeaf.dat,-1,5,16,f,763756,37.82
FastPFOR,283648,1348.19,ucr,6829.43,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/OSULeaf.dat,-1,5,16,f,763756,37.14
Simple8B,300868,789.61,ucr,5017.98,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/OSULeaf.dat,-1,5,16,f,763756,39.39
SIMDBP128,51536,4386.81,ucr,13540.85,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Gun_Point.dat,-1,5,16,f,123980,41.57
FastPFOR,48972,987.88,ucr,7410.2,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Gun_Point.dat,-1,5,16,f,123980,39.5
Simple8B,42860,1138.57,ucr,3046.04,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Gun_Point.dat,-1,5,16,f,123980,34.57
SIMDBP128,90536,5705.53,ucr,6896.45,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/SonyAIBORobotSurface.dat,-1,5,16,f,186280,48.6
FastPFOR,86716,639.4,ucr,7748.75,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/SonyAIBORobotSurface.dat,-1,5,16,f,186280,46.55
Simple8B,90556,825.04,ucr,3050.32,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/SonyAIBORobotSurface.dat,-1,5,16,f,186280,48.61
SIMDBP128,353080,6749.83,ucr,7262.14,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/WormsTwoClass.dat,-1,5,16,f,933940,37.81
FastPFOR,332548,945.67,ucr,5846.19,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/WormsTwoClass.dat,-1,5,16,f,933940,35.61
Simple8B,347484,947.12,ucr,2978.93,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/WormsTwoClass.dat,-1,5,16,f,933940,37.21
SIMDBP128,185988,6882.5,ucr,8189.44,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/FISH.dat,-1,5,16,f,655180,28.39
FastPFOR,185844,1518.86,ucr,14297.44,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/FISH.dat,-1,5,16,f,655180,28.37
Simple8B,209380,1565.52,ucr,5517.35,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/FISH.dat,-1,5,16,f,655180,31.96
SIMDBP128,2094724,10556.07,ucr,12482.35,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/uWaveGestureLibrary_Z.dat,-1,5,16,f,5731820,36.55
FastPFOR,1969532,1079.39,ucr,7426.73,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/uWaveGestureLibrary_Z.dat,-1,5,16,f,5731820,34.36
Simple8B,1785236,1088.06,ucr,3244.99,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/uWaveGestureLibrary_Z.dat,-1,5,16,f,5731820,31.15
SIMDBP128,3766688,9158.12,ucr,12034.16,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/NonInvasiveFatalECG_Thorax2.dat,-1,5,16,f,11370280,33.13
FastPFOR,3753196,1706.95,ucr,9974.05,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/NonInvasiveFatalECG_Thorax2.dat,-1,5,16,f,11370280,33.01
Simple8B,3663644,1391.34,ucr,4150.81,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/NonInvasiveFatalECG_Thorax2.dat,-1,5,16,f,11370280,32.22
SIMDBP128,155512,10495.42,ucr,12697.2,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Ham.dat,-1,5,16,f,373196,41.67
FastPFOR,148452,1043.47,ucr,7447.54,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Ham.dat,-1,5,16,f,373196,39.78
Simple8B,141444,925.11,ucr,2491.76,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Ham.dat,-1,5,16,f,373196,37.9
SIMDBP128,3377456,8601.56,ucr,7596.56,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Phoneme.dat,-1,5,16,f,8684740,38.89
FastPFOR,3262928,1301.53,ucr,9394.16,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Phoneme.dat,-1,5,16,f,8684740,37.57
Simple8B,3371404,1158.37,ucr,3681.76,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Phoneme.dat,-1,5,16,f,8684740,38.82
SIMDBP128,85788,9628.83,ucr,13420.26,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/MiddlePhalanxOutlineAgeGroup.dat,-1,5,16,f,188340,45.55
FastPFOR,83236,1333.71,ucr,11094.49,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/MiddlePhalanxOutlineAgeGroup.dat,-1,5,16,f,188340,44.19
Simple8B,83532,692.76,ucr,2356.78,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/MiddlePhalanxOutlineAgeGroup.dat,-1,5,16,f,188340,44.35
SIMDBP128,401732,4905.81,ucr,5580.03,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Cricket_Y.dat,-1,5,16,f,951580,42.22
FastPFOR,374788,690.95,ucr,5472.18,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Cricket_Y.dat,-1,5,16,f,951580,39.39
Simple8B,375356,740.19,ucr,2607.93,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Cricket_Y.dat,-1,5,16,f,951580,39.45
SIMDBP128,94756,9351.47,ucr,17905.83,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Herring.dat,-1,5,16,f,264684,35.8
FastPFOR,92456,1203.99,ucr,5929.04,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Herring.dat,-1,5,16,f,264684,34.93
Simple8B,101284,1026.25,ucr,2958.72,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Herring.dat,-1,5,16,f,264684,38.27
SIMDBP128,86048,5149.27,ucr,9886.93,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/MiddlePhalanxTW.dat,-1,5,16,f,188000,45.77
FastPFOR,83076,1176.91,ucr,10339.9,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/MiddlePhalanxTW.dat,-1,5,16,f,188000,44.19
Simple8B,83292,901.03,ucr,3743.98,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/MiddlePhalanxTW.dat,-1,5,16,f,188000,44.3
SIMDBP128,402532,6646.36,ucr,7127.41,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Cricket_X.dat,-1,5,16,f,951580,42.3
FastPFOR,375936,1000.54,ucr,10334.39,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Cricket_X.dat,-1,5,16,f,951580,39.51
Simple8B,375500,1090.05,ucr,2504.69,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Cricket_X.dat,-1,5,16,f,951580,39.46
SIMDBP128,402700,8463.45,ucr,13873.45,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Cricket_Z.dat,-1,5,16,f,951580,42.32
FastPFOR,376156,1055.7,ucr,5517.65,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Cricket_Z.dat,-1,5,16,f,951580,39.53
Simple8B,376020,500.66,ucr,1756.83,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Cricket_Z.dat,-1,5,16,f,951580,39.52
SIMDBP128,215436,4574.98,ucr,5160.51,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ShapeletSim.dat,-1,5,16,f,403980,53.33
FastPFOR,215524,1139.85,ucr,6725.15,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ShapeletSim.dat,-1,5,16,f,403980,53.35
Simple8B,261668,458.94,ucr,3898.93,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ShapeletSim.dat,-1,5,16,f,403980,64.77
SIMDBP128,395980,9520.2,ucr,16944.92,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/50words.dat,-1,5,16,f,995480,39.78
FastPFOR,383524,1207.84,ucr,6295.96,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/50words.dat,-1,5,16,f,995480,38.53
Simple8B,356876,1104.72,ucr,2478.45,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/50words.dat,-1,5,16,f,995480,35.85
SIMDBP128,94260,4094.27,ucr,6823.93,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ProximalPhalanxTW.dat,-1,5,16,f,205680,45.83
FastPFOR,90868,772.48,ucr,4850.49,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ProximalPhalanxTW.dat,-1,5,16,f,205680,44.18
Simple8B,90356,640.75,ucr,1989.25,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ProximalPhalanxTW.dat,-1,5,16,f,205680,43.93
SIMDBP128,388020,4859.79,ucr,8493.41,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Strawberry.dat,-1,5,16,f,943660,41.12
FastPFOR,370880,802.8,ucr,4510.42,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Strawberry.dat,-1,5,16,f,943660,39.3
Simple8B,354860,689.33,ucr,2142.31,Delta,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Strawberry.dat,-1,5,16,f,943660,37.6
Memcpy,112695,25566.02,ucr,25222.7,None,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,5,8,f,112695,100.0
Zstd -1,64204,123.02,ucr,488.78,None,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,5,8,f,112695,56.97
Zstd -9,44693,18.28,ucr,452.9,None,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,5,8,f,112695,39.66
Snappy,76591,160.52,ucr,727.67,None,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,5,8,f,112695,67.96
LZ4,73875,241.67,ucr,1689.99,None,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,5,8,f,112695,65.55
Zlib -1,54400,43.44,ucr,209.61,None,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,5,8,f,112695,48.27
Zlib -9,45857,23.3,ucr,205.58,None,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,5,8,f,112695,40.69
Huffman,107491,534.51,ucr,669.91,None,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,5,8,f,112695,95.38
Zstd -1,69377,190.27,ucr,528.8,None,/colmajor/uint8/ucr/MoteStrain.dat,-1,5,8,f,113203,61.29
Zstd -9,57618,20.33,ucr,449.84,None,/colmajor/uint8/ucr/MoteStrain.dat,-1,5,8,f,113203,50.9
Snappy,87485,205.8,ucr,756.3,None,/colmajor/uint8/ucr/MoteStrain.dat,-1,5,8,f,113203,77.28
LZ4,91314,297.55,ucr,1730.35,None,/colmajor/uint8/ucr/MoteStrain.dat,-1,5,8,f,113203,80.66
Zlib -1,64055,53.08,ucr,208.91,None,/colmajor/uint8/ucr/MoteStrain.dat,-1,5,8,f,113203,56.58
Zlib -9,58087,14.61,ucr,179.49,None,/colmajor/uint8/ucr/MoteStrain.dat,-1,5,8,f,113203,51.31
Huffman,83559,490.45,ucr,590.63,None,/colmajor/uint8/ucr/MoteStrain.dat,-1,5,8,f,113203,73.81
Zstd -1,236102,234.58,ucr,548.42,None,/colmajor/uint8/ucr/wafer.dat,-1,5,8,f,1124743,20.99
Zstd -9,191631,37.89,ucr,684.63,None,/colmajor/uint8/ucr/wafer.dat,-1,5,8,f,1124743,17.04
Snappy,348520,324.45,ucr,814.48,None,/colmajor/uint8/ucr/wafer.dat,-1,5,8,f,1124743,30.99
LZ4,353495,375.61,ucr,1310.08,None,/colmajor/uint8/ucr/wafer.dat,-1,5,8,f,1124743,31.43
Zlib -1,273328,108.74,ucr,336.12,None,/colmajor/uint8/ucr/wafer.dat,-1,5,8,f,1124743,24.3
Zlib -9,205605,6.98,ucr,366.42,None,/colmajor/uint8/ucr/wafer.dat,-1,5,8,f,1124743,18.28
Huffman,754867,537.14,ucr,641.29,None,/colmajor/uint8/ucr/wafer.dat,-1,5,8,f,1124743,67.11
Zstd -1,154309,143.19,ucr,493.44,None,/colmajor/uint8/ucr/Worms.dat,-1,5,8,f,233485,66.09
Zstd -9,114382,20.41,ucr,496.93,None,/colmajor/uint8/ucr/Worms.dat,-1,5,8,f,233485,48.99
Snappy,196499,192.15,ucr,618.84,None,/colmajor/uint8/ucr/Worms.dat,-1,5,8,f,233485,84.16
