,Nbits,Algorithm,Filename,Ratio
2371,8,LZ4,/colmajor/uint8/ucr/ProximalPhalanxOutlineAgeGroup.dat,83.32
2369,8,Zstd -9,/colmajor/uint8/ucr/ProximalPhalanxOutlineAgeGroup.dat,74.88
2368,8,Zstd -1,/colmajor/uint8/ucr/ProximalPhalanxOutlineAgeGroup.dat,81.05
2370,8,Snappy,/colmajor/uint8/ucr/ProximalPhalanxOutlineAgeGroup.dat,90.82
2078,8,Zlib -1,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,68.6
2079,8,Zlib -9,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,69.93
2080,8,Huffman,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,91.57
2077,8,LZ4,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,82.4
2074,8,Zstd -1,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,78.3
2075,8,Zstd -9,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,71.45
2076,8,Snappy,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,86.65
2632,8,Zlib -9,/colmajor/uint8/ucr/ProximalPhalanxTW.dat,74.61
2633,8,Huffman,/colmajor/uint8/ucr/ProximalPhalanxTW.dat,92.1
2631,8,Zlib -1,/colmajor/uint8/ucr/ProximalPhalanxTW.dat,71.93
2630,8,LZ4,/colmajor/uint8/ucr/ProximalPhalanxTW.dat,84.43
2629,8,Snappy,/colmajor/uint8/ucr/ProximalPhalanxTW.dat,85.34
2628,8,Zstd -9,/colmajor/uint8/ucr/ProximalPhalanxTW.dat,75.7
2627,8,Zstd -1,/colmajor/uint8/ucr/ProximalPhalanxTW.dat,81.86
2238,8,LZ4,/colmajor/uint8/ucr/RefrigerationDevices.dat,38.72
2241,8,Huffman,/colmajor/uint8/ucr/RefrigerationDevices.dat,68.58
2240,8,Zlib -9,/colmajor/uint8/ucr/RefrigerationDevices.dat,21.29
2239,8,Zlib -1,/colmajor/uint8/ucr/RefrigerationDevices.dat,25.42
2237,8,Snappy,/colmajor/uint8/ucr/RefrigerationDevices.dat,36.18
2236,8,Zstd -9,/colmajor/uint8/ucr/RefrigerationDevices.dat,23.05
2235,8,Zstd -1,/colmajor/uint8/ucr/RefrigerationDevices.dat,27.72
2145,8,Zstd -9,/colmajor/uint8/ucr/ScreenType.dat,8.92
2146,8,Snappy,/colmajor/uint8/ucr/ScreenType.dat,17.62
2147,8,LZ4,/colmajor/uint8/ucr/ScreenType.dat,17.61
2148,8,Zlib -1,/colmajor/uint8/ucr/ScreenType.dat,11.14
2149,8,Zlib -9,/colmajor/uint8/ucr/ScreenType.dat,8.48
2150,8,Huffman,/colmajor/uint8/ucr/ScreenType.dat,51.82
2144,8,Zstd -1,/colmajor/uint8/ucr/ScreenType.dat,11.28
2618,8,Zlib -9,/colmajor/uint8/ucr/ShapeletSim.dat,98.18
2617,8,Zlib -1,/colmajor/uint8/ucr/ShapeletSim.dat,98.36
2616,8,LZ4,/colmajor/uint8/ucr/ShapeletSim.dat,100.24
2615,8,Snappy,/colmajor/uint8/ucr/ShapeletSim.dat,100.01
2614,8,Zstd -9,/colmajor/uint8/ucr/ShapeletSim.dat,100.01
2613,8,Zstd -1,/colmajor/uint8/ucr/ShapeletSim.dat,100.01
2619,8,Huffman,/colmajor/uint8/ucr/ShapeletSim.dat,100.01
2285,8,Zstd -9,/colmajor/uint8/ucr/ShapesAll.dat,51.64
2286,8,Snappy,/colmajor/uint8/ucr/ShapesAll.dat,84.7
2287,8,LZ4,/colmajor/uint8/ucr/ShapesAll.dat,84.51
2289,8,Zlib -9,/colmajor/uint8/ucr/ShapesAll.dat,55.05
2290,8,Huffman,/colmajor/uint8/ucr/ShapesAll.dat,92.66
2284,8,Zstd -1,/colmajor/uint8/ucr/ShapesAll.dat,79.23
2288,8,Zlib -1,/colmajor/uint8/ucr/ShapesAll.dat,59.46
2207,8,Zstd -1,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,5.15
2208,8,Zstd -9,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,4.15
2209,8,Snappy,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,10.18
2210,8,LZ4,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,8.38
2212,8,Zlib -9,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,4.06
2213,8,Huffman,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,19.52
2211,8,Zlib -1,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,5.88
2526,8,Zlib -1,/colmajor/uint8/ucr/SonyAIBORobotSurface.dat,78.42
2525,8,LZ4,/colmajor/uint8/ucr/SonyAIBORobotSurface.dat,95.56
2522,8,Zstd -1,/colmajor/uint8/ucr/SonyAIBORobotSurface.dat,86.98
2528,8,Huffman,/colmajor/uint8/ucr/SonyAIBORobotSurface.dat,88.25
2527,8,Zlib -9,/colmajor/uint8/ucr/SonyAIBORobotSurface.dat,78.17
2523,8,Zstd -9,/colmajor/uint8/ucr/SonyAIBORobotSurface.dat,79.87
2524,8,Snappy,/colmajor/uint8/ucr/SonyAIBORobotSurface.dat,99.99
2281,8,Zlib -1,/colmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,76.55
2279,8,Snappy,/colmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,94.09
2278,8,Zstd -9,/colmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,75.36
2277,8,Zstd -1,/colmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,81.1
2282,8,Zlib -9,/colmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,75.2
2280,8,LZ4,/colmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,96.15
2283,8,Huffman,/colmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,83.13
2142,8,Zlib -9,/colmajor/uint8/ucr/StarLightCurves.dat,21.43
2137,8,Zstd -1,/colmajor/uint8/ucr/StarLightCurves.dat,26.2
2139,8,Snappy,/colmajor/uint8/ucr/StarLightCurves.dat,42.22
2140,8,LZ4,/colmajor/uint8/ucr/StarLightCurves.dat,41.77
2141,8,Zlib -1,/colmajor/uint8/ucr/StarLightCurves.dat,34.16
2143,8,Huffman,/colmajor/uint8/ucr/StarLightCurves.dat,86.76
2138,8,Zstd -9,/colmajor/uint8/ucr/StarLightCurves.dat,20.39
2634,8,Zstd -1,/colmajor/uint8/ucr/Strawberry.dat,57.12
2635,8,Zstd -9,/colmajor/uint8/ucr/Strawberry.dat,43.58
2636,8,Snappy,/colmajor/uint8/ucr/Strawberry.dat,70.1
2640,8,Huffman,/colmajor/uint8/ucr/Strawberry.dat,86.19
2639,8,Zlib -9,/colmajor/uint8/ucr/Strawberry.dat,48.93
2638,8,Zlib -1,/colmajor/uint8/ucr/Strawberry.dat,54.78
2637,8,LZ4,/colmajor/uint8/ucr/Strawberry.dat,72.17
2169,8,Zlib -1,/colmajor/uint8/ucr/SwedishLeaf.dat,78.16
2168,8,LZ4,/colmajor/uint8/ucr/SwedishLeaf.dat,99.28
2167,8,Snappy,/colmajor/uint8/ucr/SwedishLeaf.dat,100.01
2166,8,Zstd -9,/colmajor/uint8/ucr/SwedishLeaf.dat,78.46
2165,8,Zstd -1,/colmajor/uint8/ucr/SwedishLeaf.dat,91.55
2171,8,Huffman,/colmajor/uint8/ucr/SwedishLeaf.dat,91.54
2170,8,Zlib -9,/colmajor/uint8/ucr/SwedishLeaf.dat,81.03
2275,8,Zlib -9,/colmajor/uint8/ucr/Symbols.dat,43.75
2270,8,Zstd -1,/colmajor/uint8/ucr/Symbols.dat,59.35
2271,8,Zstd -9,/colmajor/uint8/ucr/Symbols.dat,40.59
2276,8,Huffman,/colmajor/uint8/ucr/Symbols.dat,94.49
2274,8,Zlib -1,/colmajor/uint8/ucr/Symbols.dat,51.47
2273,8,LZ4,/colmajor/uint8/ucr/Symbols.dat,67.7
2272,8,Snappy,/colmajor/uint8/ucr/Symbols.dat,67.76
2101,8,Huffman,/colmajor/uint8/ucr/ToeSegmentation1.dat,80.25
2099,8,Zlib -1,/colmajor/uint8/ucr/ToeSegmentation1.dat,66.15
2098,8,LZ4,/colmajor/uint8/ucr/ToeSegmentation1.dat,92.05
2100,8,Zlib -9,/colmajor/uint8/ucr/ToeSegmentation1.dat,65.53
2096,8,Zstd -9,/colmajor/uint8/ucr/ToeSegmentation1.dat,64.7
2095,8,Zstd -1,/colmajor/uint8/ucr/ToeSegmentation1.dat,74.57
2097,8,Snappy,/colmajor/uint8/ucr/ToeSegmentation1.dat,91.33
2129,8,Huffman,/colmajor/uint8/ucr/ToeSegmentation2.dat,83.78
2128,8,Zlib -9,/colmajor/uint8/ucr/ToeSegmentation2.dat,65.11
2125,8,Snappy,/colmajor/uint8/ucr/ToeSegmentation2.dat,93.45
2124,8,Zstd -9,/colmajor/uint8/ucr/ToeSegmentation2.dat,65.83
2123,8,Zstd -1,/colmajor/uint8/ucr/ToeSegmentation2.dat,77.73
2127,8,Zlib -1,/colmajor/uint8/ucr/ToeSegmentation2.dat,66.42
2126,8,LZ4,/colmajor/uint8/ucr/ToeSegmentation2.dat,85.46
2434,8,LZ4,/colmajor/uint8/ucr/Trace.dat,82.99
2431,8,Zstd -1,/colmajor/uint8/ucr/Trace.dat,74.01
2432,8,Zstd -9,/colmajor/uint8/ucr/Trace.dat,60.71
2433,8,Snappy,/colmajor/uint8/ucr/Trace.dat,85.71
2437,8,Huffman,/colmajor/uint8/ucr/Trace.dat,76.46
2436,8,Zlib -9,/colmajor/uint8/ucr/Trace.dat,60.3
2435,8,Zlib -1,/colmajor/uint8/ucr/Trace.dat,61.94
2245,8,LZ4,/colmajor/uint8/ucr/TwoLeadECG.dat,98.55
2248,8,Huffman,/colmajor/uint8/ucr/TwoLeadECG.dat,88.39
2247,8,Zlib -9,/colmajor/uint8/ucr/TwoLeadECG.dat,73.8
2246,8,Zlib -1,/colmajor/uint8/ucr/TwoLeadECG.dat,73.28
2244,8,Snappy,/colmajor/uint8/ucr/TwoLeadECG.dat,100.01
2242,8,Zstd -1,/colmajor/uint8/ucr/TwoLeadECG.dat,87.39
2243,8,Zstd -9,/colmajor/uint8/ucr/TwoLeadECG.dat,73.25
2304,8,Huffman,/colmajor/uint8/ucr/Two_Patterns.dat,89.87
2303,8,Zlib -9,/colmajor/uint8/ucr/Two_Patterns.dat,59.29
2302,8,Zlib -1,/colmajor/uint8/ucr/Two_Patterns.dat,62.91
2301,8,LZ4,/colmajor/uint8/ucr/Two_Patterns.dat,78.9
2300,8,Snappy,/colmajor/uint8/ucr/Two_Patterns.dat,77.97
2299,8,Zstd -9,/colmajor/uint8/ucr/Two_Patterns.dat,59.39
2298,8,Zstd -1,/colmajor/uint8/ucr/Two_Patterns.dat,61.78
2393,8,Zlib -1,/colmajor/uint8/ucr/UWaveGestureLibraryAll.dat,40.48
2394,8,Zlib -9,/colmajor/uint8/ucr/UWaveGestureLibraryAll.dat,33.27
2392,8,LZ4,/colmajor/uint8/ucr/UWaveGestureLibraryAll.dat,54.3
2391,8,Snappy,/colmajor/uint8/ucr/UWaveGestureLibraryAll.dat,53.32
2390,8,Zstd -9,/colmajor/uint8/ucr/UWaveGestureLibraryAll.dat,31.49
2389,8,Zstd -1,/colmajor/uint8/ucr/UWaveGestureLibraryAll.dat,40.91
2395,8,Huffman,/colmajor/uint8/ucr/UWaveGestureLibraryAll.dat,77.99
2200,8,Zstd -1,/colmajor/uint8/ucr/Wine.dat,23.55
2206,8,Huffman,/colmajor/uint8/ucr/Wine.dat,84.46
2205,8,Zlib -9,/colmajor/uint8/ucr/Wine.dat,21.74
2204,8,Zlib -1,/colmajor/uint8/ucr/Wine.dat,29.5
2203,8,LZ4,/colmajor/uint8/ucr/Wine.dat,38.42
2202,8,Snappy,/colmajor/uint8/ucr/Wine.dat,36.97
2201,8,Zstd -9,/colmajor/uint8/ucr/Wine.dat,20.45
2106,8,Zlib -1,/colmajor/uint8/ucr/WordsSynonyms.dat,54.74
2107,8,Zlib -9,/colmajor/uint8/ucr/WordsSynonyms.dat,48.08
2105,8,LZ4,/colmajor/uint8/ucr/WordsSynonyms.dat,72.44
2108,8,Huffman,/colmajor/uint8/ucr/WordsSynonyms.dat,84.1
2102,8,Zstd -1,/colmajor/uint8/ucr/WordsSynonyms.dat,57.54
2104,8,Snappy,/colmajor/uint8/ucr/WordsSynonyms.dat,69.06
2103,8,Zstd -9,/colmajor/uint8/ucr/WordsSynonyms.dat,45.27
2068,8,Zstd -9,/colmajor/uint8/ucr/Worms.dat,48.99
2067,8,Zstd -1,/colmajor/uint8/ucr/Worms.dat,66.09
2073,8,Huffman,/colmajor/uint8/ucr/Worms.dat,85.32
2072,8,Zlib -9,/colmajor/uint8/ucr/Worms.dat,57.62
2071,8,Zlib -1,/colmajor/uint8/ucr/Worms.dat,60.92
2070,8,LZ4,/colmajor/uint8/ucr/Worms.dat,86.01
2069,8,Snappy,/colmajor/uint8/ucr/Worms.dat,84.16
2530,8,Zstd -9,/colmajor/uint8/ucr/WormsTwoClass.dat,48.99
2531,8,Snappy,/colmajor/uint8/ucr/WormsTwoClass.dat,84.16
2532,8,LZ4,/colmajor/uint8/ucr/WormsTwoClass.dat,86.01
2529,8,Zstd -1,/colmajor/uint8/ucr/WormsTwoClass.dat,66.09
2535,8,Huffman,/colmajor/uint8/ucr/WormsTwoClass.dat,85.32
2534,8,Zlib -9,/colmajor/uint8/ucr/WormsTwoClass.dat,57.62
2533,8,Zlib -1,/colmajor/uint8/ucr/WormsTwoClass.dat,60.92
2269,8,Huffman,/colmajor/uint8/ucr/synthetic_control.dat,100.02
2267,8,Zlib -1,/colmajor/uint8/ucr/synthetic_control.dat,95.18
2264,8,Zstd -9,/colmajor/uint8/ucr/synthetic_control.dat,100.03
2266,8,LZ4,/colmajor/uint8/ucr/synthetic_control.dat,100.39
2265,8,Snappy,/colmajor/uint8/ucr/synthetic_control.dat,100.02
2268,8,Zlib -9,/colmajor/uint8/ucr/synthetic_control.dat,95.13
2263,8,Zstd -1,/colmajor/uint8/ucr/synthetic_control.dat,100.03
2499,8,Zlib -9,/colmajor/uint8/ucr/uWaveGestureLibrary_X.dat,33.56
2498,8,Zlib -1,/colmajor/uint8/ucr/uWaveGestureLibrary_X.dat,40.77
2497,8,LZ4,/colmajor/uint8/ucr/uWaveGestureLibrary_X.dat,54.89
2496,8,Snappy,/colmajor/uint8/ucr/uWaveGestureLibrary_X.dat,53.34
2500,8,Huffman,/colmajor/uint8/ucr/uWaveGestureLibrary_X.dat,80.38
2494,8,Zstd -1,/colmajor/uint8/ucr/uWaveGestureLibrary_X.dat,41.8
2495,8,Zstd -9,/colmajor/uint8/ucr/uWaveGestureLibrary_X.dat,31.79
2474,8,Zstd -9,/colmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,31.3
2477,8,Zlib -1,/colmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,39.9
2478,8,Zlib -9,/colmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,32.97
2479,8,Huffman,/colmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,80.81
2473,8,Zstd -1,/colmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,41.38
2475,8,Snappy,/colmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,52.2
2476,8,LZ4,/colmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,53.79
2549,8,Huffman,/colmajor/uint8/ucr/uWaveGestureLibrary_Z.dat,85.8
2548,8,Zlib -9,/colmajor/uint8/ucr/uWaveGestureLibrary_Z.dat,38.08
2547,8,Zlib -1,/colmajor/uint8/ucr/uWaveGestureLibrary_Z.dat,44.42
2546,8,LZ4,/colmajor/uint8/ucr/uWaveGestureLibrary_Z.dat,60.35
2545,8,Snappy,/colmajor/uint8/ucr/uWaveGestureLibrary_Z.dat,58.33
2544,8,Zstd -9,/colmajor/uint8/ucr/uWaveGestureLibrary_Z.dat,35.17
2543,8,Zstd -1,/colmajor/uint8/ucr/uWaveGestureLibrary_Z.dat,49.32
2065,8,Zlib -9,/colmajor/uint8/ucr/wafer.dat,18.28
2060,8,Zstd -1,/colmajor/uint8/ucr/wafer.dat,20.99
2061,8,Zstd -9,/colmajor/uint8/ucr/wafer.dat,17.04
2062,8,Snappy,/colmajor/uint8/ucr/wafer.dat,30.99
2063,8,LZ4,/colmajor/uint8/ucr/wafer.dat,31.43
2064,8,Zlib -1,/colmajor/uint8/ucr/wafer.dat,24.3
2066,8,Huffman,/colmajor/uint8/ucr/wafer.dat,67.11
2507,8,Huffman,/colmajor/uint8/ucr/yoga.dat,100.01
2505,8,Zlib -1,/colmajor/uint8/ucr/yoga.dat,57.22
2504,8,LZ4,/colmajor/uint8/ucr/yoga.dat,83.54
2503,8,Snappy,/colmajor/uint8/ucr/yoga.dat,82.35
2502,8,Zstd -9,/colmajor/uint8/ucr/yoga.dat,45.75
2501,8,Zstd -1,/colmajor/uint8/ucr/yoga.dat,80.22
2506,8,Zlib -9,/colmajor/uint8/ucr/yoga.dat,51.52
2970,8,SprintzDelta -1,/rowmajor/uint8/ucr/50words.dat,40.18
2971,8,SprintzXff -1,/rowmajor/uint8/ucr/50words.dat,36.34
2973,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/50words.dat,28.99
2972,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/50words.dat,36.56
2877,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Adiac.dat,33.58
2875,8,SprintzXff -1,/rowmajor/uint8/ucr/Adiac.dat,40.22
2876,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Adiac.dat,40.42
2874,8,SprintzDelta -1,/rowmajor/uint8/ucr/Adiac.dat,53.71
2832,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/ArrowHead.dat,47.34
2831,8,SprintzXff -1,/rowmajor/uint8/ucr/ArrowHead.dat,48.41
2833,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/ArrowHead.dat,43.13
2830,8,SprintzDelta -1,/rowmajor/uint8/ucr/ArrowHead.dat,51.19
2729,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Beef.dat,33.23
2728,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Beef.dat,34.25
2726,8,SprintzDelta -1,/rowmajor/uint8/ucr/Beef.dat,38.76
2727,8,SprintzXff -1,/rowmajor/uint8/ucr/Beef.dat,39.46
2852,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/BeetleFly.dat,49.69
2853,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/BeetleFly.dat,44.59
2851,8,SprintzXff -1,/rowmajor/uint8/ucr/BeetleFly.dat,50.06
2850,8,SprintzDelta -1,/rowmajor/uint8/ucr/BeetleFly.dat,57.03
2805,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/BirdChicken.dat,38.54
2804,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/BirdChicken.dat,40.81
2802,8,SprintzDelta -1,/rowmajor/uint8/ucr/BirdChicken.dat,44.44
2803,8,SprintzXff -1,/rowmajor/uint8/ucr/BirdChicken.dat,43.12
2809,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/CBF.dat,86.17
2808,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/CBF.dat,87.62
2807,8,SprintzXff -1,/rowmajor/uint8/ucr/CBF.dat,92.46
2806,8,SprintzDelta -1,/rowmajor/uint8/ucr/CBF.dat,95.25
2836,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Car.dat,33.18
2837,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Car.dat,30.67
2834,8,SprintzDelta -1,/rowmajor/uint8/ucr/Car.dat,39.47
2835,8,SprintzXff -1,/rowmajor/uint8/ucr/Car.dat,38.21
2790,8,SprintzDelta -1,/rowmajor/uint8/ucr/ChlorineConcentration.dat,67.18
2791,8,SprintzXff -1,/rowmajor/uint8/ucr/ChlorineConcentration.dat,67.45
2792,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/ChlorineConcentration.dat,61.89
2793,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/ChlorineConcentration.dat,61.71
2820,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/CinC_ECG_torso.dat,15.61
2821,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/CinC_ECG_torso.dat,15.94
2819,8,SprintzXff -1,/rowmajor/uint8/ucr/CinC_ECG_torso.dat,23.31
2818,8,SprintzDelta -1,/rowmajor/uint8/ucr/CinC_ECG_torso.dat,22.82
2684,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Coffee.dat,53.5
2683,8,SprintzXff -1,/rowmajor/uint8/ucr/Coffee.dat,52.72
2682,8,SprintzDelta -1,/rowmajor/uint8/ucr/Coffee.dat,56.46
2685,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Coffee.dat,48.19
2861,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Computers.dat,22.79
2860,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Computers.dat,21.4
2858,8,SprintzDelta -1,/rowmajor/uint8/ucr/Computers.dat,29.22
2859,8,SprintzXff -1,/rowmajor/uint8/ucr/Computers.dat,28.94
2958,8,SprintzDelta -1,/rowmajor/uint8/ucr/Cricket_X.dat,50.86
2959,8,SprintzXff -1,/rowmajor/uint8/ucr/Cricket_X.dat,51.71
2961,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Cricket_X.dat,47.05
2960,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Cricket_X.dat,46.41
2946,8,SprintzDelta -1,/rowmajor/uint8/ucr/Cricket_Y.dat,50.87
2947,8,SprintzXff -1,/rowmajor/uint8/ucr/Cricket_Y.dat,51.5
2948,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Cricket_Y.dat,46.24
2949,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Cricket_Y.dat,46.71
2965,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Cricket_Z.dat,47.08
2964,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Cricket_Z.dat,46.52
2963,8,SprintzXff -1,/rowmajor/uint8/ucr/Cricket_Z.dat,51.7
2962,8,SprintzDelta -1,/rowmajor/uint8/ucr/Cricket_Z.dat,50.95
2641,8,Memcpy,/rowmajor/uint8/ucr/DiatomSizeReduction.dat,100.0
2642,8,SprintzDelta -1,/rowmajor/uint8/ucr/DiatomSizeReduction.dat,42.81
2644,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/DiatomSizeReduction.dat,35.34
2643,8,SprintzXff -1,/rowmajor/uint8/ucr/DiatomSizeReduction.dat,38.88
2645,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/DiatomSizeReduction.dat,31.3
2810,8,SprintzDelta -1,/rowmajor/uint8/ucr/DistalPhalanxOutlineAgeGroup.dat,70.25
2811,8,SprintzXff -1,/rowmajor/uint8/ucr/DistalPhalanxOutlineAgeGroup.dat,65.24
2812,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/DistalPhalanxOutlineAgeGroup.dat,67.43
2813,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/DistalPhalanxOutlineAgeGroup.dat,59.52
2669,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,58.86
2668,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,65.62
2666,8,SprintzDelta -1,/rowmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,68.39
2667,8,SprintzXff -1,/rowmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,64.26
2817,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/DistalPhalanxTW.dat,59.4
2816,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/DistalPhalanxTW.dat,67.16
2815,8,SprintzXff -1,/rowmajor/uint8/ucr/DistalPhalanxTW.dat,64.93
2814,8,SprintzDelta -1,/rowmajor/uint8/ucr/DistalPhalanxTW.dat,69.97
2762,8,SprintzDelta -1,/rowmajor/uint8/ucr/ECG200.dat,71.64
2763,8,SprintzXff -1,/rowmajor/uint8/ucr/ECG200.dat,71.57
2764,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/ECG200.dat,68.93
2765,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/ECG200.dat,68.64
2822,8,SprintzDelta -1,/rowmajor/uint8/ucr/ECG5000.dat,50.54
2824,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/ECG5000.dat,46.11
2825,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/ECG5000.dat,46.49
2823,8,SprintzXff -1,/rowmajor/uint8/ucr/ECG5000.dat,52.04
2895,8,SprintzXff -1,/rowmajor/uint8/ucr/ECGFiveDays.dat,49.91
2897,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/ECGFiveDays.dat,42.5
2896,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/ECGFiveDays.dat,41.82
2894,8,SprintzDelta -1,/rowmajor/uint8/ucr/ECGFiveDays.dat,47.67
2884,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Earthquakes.dat,44.99
2883,8,SprintzXff -1,/rowmajor/uint8/ucr/Earthquakes.dat,85.47
2882,8,SprintzDelta -1,/rowmajor/uint8/ucr/Earthquakes.dat,83.14
2885,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Earthquakes.dat,55.46
2681,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/ElectricDevices.dat,40.33
2680,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/ElectricDevices.dat,39.78
2679,8,SprintzXff -1,/rowmajor/uint8/ucr/ElectricDevices.dat,50.33
2678,8,SprintzDelta -1,/rowmajor/uint8/ucr/ElectricDevices.dat,52.2
2922,8,SprintzDelta -1,/rowmajor/uint8/ucr/FISH.dat,25.44
2923,8,SprintzXff -1,/rowmajor/uint8/ucr/FISH.dat,26.43
2924,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/FISH.dat,16.47
2925,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/FISH.dat,18.39
2738,8,SprintzDelta -1,/rowmajor/uint8/ucr/FaceAll.dat,70.14
2739,8,SprintzXff -1,/rowmajor/uint8/ucr/FaceAll.dat,67.04
2741,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/FaceAll.dat,63.87
2740,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/FaceAll.dat,67.84
2856,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/FaceFour.dat,53.05
2855,8,SprintzXff -1,/rowmajor/uint8/ucr/FaceFour.dat,67.97
2857,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/FaceFour.dat,54.29
2854,8,SprintzDelta -1,/rowmajor/uint8/ucr/FaceFour.dat,68.0
2843,8,SprintzXff -1,/rowmajor/uint8/ucr/FacesUCR.dat,66.99
2845,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/FacesUCR.dat,63.93
2844,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/FacesUCR.dat,67.84
2842,8,SprintzDelta -1,/rowmajor/uint8/ucr/FacesUCR.dat,70.33
2746,8,SprintzDelta -1,/rowmajor/uint8/ucr/FordA.dat,65.45
2748,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/FordA.dat,63.1
2749,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/FordA.dat,47.11
